game_id,points,offense,defense,offense_mean_rank,offense_median_rank,offense_trimmed_rank,defense_mean_rank,defense_median_rank,defense_trimmed_rank,mean_rank_diff,median_rank_diff,trimmed_rank_diff,rf_pred
255,0,Old Dominion,Virginia Tech,108.61,108,108.74,19.41,19,19.25,89.2,89,89.49,14.45230732985835
256,41,Baylor,Oklahoma,104.83,111,105.15,4.97,4,4.94,99.86,107,100.21000000000001,13.781543241186913
257,24,Houston,Texas Tech,48.13,47,47.77,53.54,53,53.32,-5.409999999999997,-6,-5.549999999999997,26.309352968823436
258,19,Iowa,Penn St,25.89,24,25.45,7.69,7,7.54,18.2,17,17.91,19.218369459327814
259,34,Kansas,West Virginia,120.93,121,121.19,44.8,44,44.59,76.13000000000001,77,76.6,17.74802139037433
260,26,Syracuse,LSU,73.23,71,73.23,21.18,21,21.07,52.050000000000004,50,52.160000000000004,16.19484505363528
261,50,ULL,ULM,115.28,117,115.54,108.66,109,108.85,6.6200000000000045,8,6.690000000000012,30.40350148557554
262,13,Bowling Green,MTSU,114.81,116,115.04,92.5,94,92.62,22.310000000000002,22,22.42,22.985750366374607
263,14,Missouri,Auburn,48.54,51,48.45,8.66,9,8.62,39.879999999999995,42,39.830000000000005,21.16503492237777
264,17,Rutgers,Nebraska,92.08,92,92.05,77.64,76,77.47,14.439999999999998,16,14.579999999999998,26.377432678010905
265,43,UAB,North Texas,89.48,91,89.66,65.82,64,65.71,23.66000000000001,27,23.950000000000003,26.07073905081168
266,31,Oklahoma St,TCU,19.39,18.5,19.36,15,15,14.98,4.390000000000001,3.5,4.379999999999999,25.965287830720424
267,7,Rice,Florida Intl,125.18,126,125.54,77.11,77,77.06,48.07000000000001,49,48.480000000000004,13.002934634869641
268,21,Arkansas St,SMU,77.83,80,78.05,58.7,59,58.42,19.129999999999995,21,19.629999999999995,25.770550261297263
269,23,South Alabama,Idaho,114.65,116,114.86,112.71,114,112.86,1.940000000000012,2,2,23.51556269897691
270,43,Arkansas,Texas A&M,83.09,83,83.19,45.46,45,45.32,37.63,38,37.87,24.811430942047487
271,14,Texas St,UT San Antonio,126.47,127,126.77,92.49,95,92.72,33.980000000000004,32,34.05,16.384074941451992
272,17,Akron,Troy,83.39,82,83.29,48.22,46,48.03,35.17,36,35.260000000000005,20.871736343453925
273,17,Army,Tulane,54.96,55,54.6,80.4,79,80.31,-25.440000000000005,-24,-25.71,30.362071093557148
274,13,Tulsa,New Mexico,104.96,107,105.16,113.56,114,113.77,-8.600000000000009,-7,-8.61,29.057760898282694
275,0,Vanderbilt,Alabama,80.34,81,80.48,5.06,5,5.04,75.28,76,75.44,11.083168253562528
276,21,Ball St,WKU,125.54,126,125.8,101.64,102,101.86,23.900000000000006,24,23.939999999999998,18.56012819360829
277,10,Colorado,Washington,77.62,78,77.67,11.72,11,11.48,65.9,67,66.19,15.143630776719705
278,14,UTEP,New Mexico St,129.25,130,129.59,101.82,103,102.09,27.430000000000007,27,27.5,16.44213069137388
279,21,Hawaii,Wyoming,119.54,120,119.8,77.85,79,78.03,41.69000000000001,41,41.769999999999996,21.742234415485445
280,35,Oregon,Arizona St,39.78,39,39.66,41.44,40,41.02,-1.6599999999999966,-1,-1.3600000000000065,30.292543659832955
281,20,California,USC,65.23,64,65.12,12.62,12,12.54,52.61000000000001,52,52.580000000000005,17.049615800216113
282,10,San Jose St,Utah St,125.87,126,126.27,84.57,85,84.71,41.30000000000001,41,41.56,16.906159244917717
283,34,UCLA,Stanford,50.2,50,50.05,17.31,16,17.12,32.89,34,32.92999999999999,23.324460101087457
284,7,Nevada,Washington St,104.18,104,104.38,24.7,23,24.64,79.48,81,79.74,13.628435878428466
285,24,Air Force,San Diego St,91.62,92,91.63,34.67,33,34.41,56.95,59,57.22,20.0323479382955
286,38,Connecticut,East Carolina,108.29,109,108.49,107.55,108,107.72,0.7400000000000091,1,0.769999999999996,24.51406063936979
287,7,Iowa St,Texas,33.95,34,33.59,44.1,43,43.94,-10.149999999999999,-9,-10.349999999999994,24.706775473047664
288,6,Duke,Miami FL,53.03,51,52.77,12.94,12,12.89,40.09,39,39.88,21.040960495739736
289,6,Illinois,Nebraska,107.92,108,108.22,77.64,76,77.47,30.28,32,30.75,24.69444358266373
290,27,USC,Washington St,12.62,12,12.54,24.7,23,24.64,-12.08,-11,-12.100000000000001,32.32562820200049
291,24,BYU,Utah St,104.12,106,104.47,84.57,85,84.71,19.55000000000001,21,19.760000000000005,22.359789331863556
293,8,C Michigan,Boston College,67.65,67,67.57,30.96,29,30.52,36.690000000000005,38,37.05,21.08748936706468
294,23,Bowling Green,Akron,114.81,116,115.04,83.39,82,83.29,31.42,34,31.75,22.814399899301403
295,21,Cincinnati,Marshall,101.84,103,101.92,73.74,76,73.68,28.10000000000001,27,28.239999999999995,21.454288349216107
296,31,East Carolina,South Florida,107.55,108,107.72,35.43,34,35.21,72.12,74,72.50999999999999,21.29076052796983
297,29,Charlotte,Florida Intl,126.26,127,126.63,77.11,77,77.06,49.150000000000006,50,49.56999999999999,13.11262209101473
298,24,Vanderbilt,Florida,80.34,81,80.48,69.78,70,69.85,10.560000000000002,11,10.63000000000001,25.804309506442987
299,20,MTSU,FL Atlantic,92.5,94,92.62,37.09,34,36.72,55.41,60,55.900000000000006,20.558488126028685
300,7,North Carolina,Georgia Tech,86.16,91,86.25,48.67,48,48.54,37.489999999999995,43,37.71,23.090920707941983
301,13,Kent,Buffalo,121.62,122,121.88,85.25,86,85.32,36.370000000000005,36,36.56,18.42193896538891
302,20,E Michigan,Kentucky,89.25,90,89.49,57.89,58,57.59,31.36,32,31.89999999999999,24.42914455005555
303,50,Massachusetts,Ohio,105.98,108,106.21,62.63,63,62.51,43.35,45,43.699999999999996,26.79129350785684
304,10,Iowa,Michigan St,25.89,24,25.45,20.78,18,20.55,5.109999999999999,6,4.899999999999999,23.083364839319472
305,25,Syracuse,NC State,73.23,71,73.23,25.34,24,25.05,47.89,47,48.18000000000001,16.45006604614014
306,14,Indiana,Penn St,62.31,62,62.21,7.69,7,7.54,54.620000000000005,55,54.67,15.660309387582116
307,10,Rice,Pittsburgh,125.18,126,125.54,64.3,65,64.18,60.88000000000001,61,61.36,13.257756858859231
308,0,Rutgers,Ohio St,92.08,92,92.05,4.96,5,4.88,87.12,87,87.17,9.761108939275475
309,13,Temple,Houston,74.57,74,74.6,48.13,47,47.77,26.43999999999999,27,26.82999999999999,23.91357142857143
310,0,Tennessee,Georgia,89.17,90,89.2,2.73,2,2.68,86.44,88,86.52,9.892838335966298
311,17,Virginia Tech,Clemson,19.41,19,19.25,2.1,2,2.05,17.31,17,17.2,18.455601092896174
312,19,Wake Forest,Florida St,32.82,32,32.49,40.13,39,39.82,-7.310000000000002,-7,-7.329999999999998,27.027285624731928
313,3,Ball St,W Michigan,125.54,126,125.8,78.47,79,78.33,47.07000000000001,47,47.47,13.542890646140894
314,3,Mississippi,Alabama,62.27,63,62.11,5.06,5,5.04,57.21,58,57.07,15.054507982404873
315,24,New Mexico St,Arkansas,101.82,103,102.09,83.09,83,83.19,18.72999999999999,20,18.900000000000006,22.150380216753486
316,10,Mississippi St,Auburn,26.12,27,26.12,8.66,9,8.62,17.46,18,17.5,19.443737648221344
317,20,Baylor,Kansas St,104.83,111,105.15,45.64,46,45.47,59.19,65,59.68000000000001,21.70904936300748
318,21,LSU,Troy,21.18,21,21.07,48.22,46,48.03,-27.04,-25,-26.96,32.21689955417253
319,16,South Alabama,Louisiana Tech,114.65,116,114.86,88.91,91,88.99,25.74000000000001,25,25.870000000000005,23.401750850233025
320,43,Coastal Car,ULM,119.83,121,120,108.66,109,108.85,11.170000000000002,12,11.150000000000006,27.334179222839015
321,24,Minnesota,Maryland,71.37,69,71.23,75.53,74,75.65,-4.159999999999997,-5,-4.420000000000002,25.491986523505147
322,28,Connecticut,SMU,108.29,109,108.49,58.7,59,58.42,49.59,50,50.06999999999999,22.496865539280144
323,28,Southern Miss,North Texas,78.7,81,78.92,65.82,64,65.71,12.88000000000001,17,13.210000000000008,28.844333429404042
324,17,South Carolina,Texas A&M,38.11,36,37.84,45.46,45,45.32,-7.350000000000001,-9,-7.479999999999997,26.909292248435243
325,34,Texas Tech,Oklahoma St,53.54,53,53.32,19.39,18.5,19.36,34.15,34.5,33.96,24.13123606794135
326,21,Tulsa,Navy,104.96,107,105.16,51.61,52,51.33,53.349999999999994,55,53.83,22.8593213645615
327,24,Northwestern,Wisconsin,20.83,20,20.68,5.56,5,5.46,15.27,15,15.219999999999999,19.392126235256615
328,10,Texas St,Wyoming,126.47,127,126.77,77.85,79,78.03,48.620000000000005,48,48.739999999999995,12.144905063291139
329,21,Nevada,Fresno St,104.18,104,104.38,46.19,43,46.03,57.99000000000001,61,58.349999999999994,20.87634716981132
330,24,California,Oregon,65.23,64,65.12,39.78,39,39.66,25.450000000000003,25,25.460000000000008,23.91893620910254
331,7,Oregon St,Washington,115.88,117,116.31,11.72,11,11.48,104.16,106,104.83,11.097301941914418
332,24,Arizona St,Stanford,41.44,40,41.02,17.31,16,17.12,24.13,24,23.900000000000002,19.31013081837542
333,23,Colorado,UCLA,77.62,78,77.67,50.2,50,50.05,27.42,28,27.620000000000005,22.67034448939561
334,13,San Jose St,UNLV,125.87,126,126.27,102.19,102,102.21,23.680000000000007,24,24.060000000000002,17.809052418152543
335,21,UTEP,Army,129.25,130,129.59,54.96,55,54.6,74.28999999999999,75,74.99000000000001,14.89799476896251
336,17,Miami OH,Notre Dame,97.8,98,98.05,11.16,10,10.99,86.64,88,87.06,12.993549176067749
337,21,Hawaii,Colorado St,119.54,120,119.8,77.44,76,77.48,42.10000000000001,44,42.31999999999999,22.449227338886995
338,38,Air Force,New Mexico,91.62,92,91.63,113.56,114,113.77,-21.939999999999998,-22,-22.14,34.80112711333751
339,28,N Illinois,San Diego St,57.87,58,57.68,34.67,33,34.41,23.199999999999996,25,23.270000000000003,24.869624969460055
340,13,Memphis,UCF,21.31,20,21.3,9.1,8,8.95,12.209999999999999,12,12.350000000000001,24.155911622958
341,25,Ga Southern,Arkansas St,120.79,122,121.06,77.83,80,78.05,42.96000000000001,42,43.010000000000005,21.23464674334253
342,25,Louisville,NC State,27.51,27,27.26,25.34,24,25.05,2.1700000000000017,3,2.210000000000001,27.55049791097289
343,31,Connecticut,Memphis,108.29,109,108.49,21.31,20,21.3,86.98,89,87.19,17.007690926502274
344,7,BYU,Boise St,104.12,106,104.47,29.91,29.5,29.91,74.21000000000001,76.5,74.56,18.21117244004568
345,20,Florida St,Miami FL,40.13,39,39.82,12.94,12,12.89,27.190000000000005,27,26.93,18.518140659885884
346,3,Ball St,Akron,125.54,126,125.8,83.39,82,83.29,42.150000000000006,44,42.50999999999999,17.641907692307694
347,10,Boston College,Virginia Tech,30.96,29,30.52,19.41,19,19.25,11.55,10,11.27,22.73421282981118
348,68,Buffalo,W Michigan,85.25,86,85.32,78.47,79,78.33,6.780000000000001,7,6.989999999999995,29.587676685366848
349,3,Charlotte,Marshall,126.26,127,126.63,73.74,76,73.68,52.52000000000001,51,52.94999999999999,12.677162629757785
350,23,Cincinnati,UCF,101.84,103,101.92,9.1,8,8.95,92.74000000000001,95,92.97,14.498026692374898
351,14,Wake Forest,Clemson,32.82,32,32.49,2.1,2,2.05,30.72,30,30.44,18.32022063680803
352,21,Coastal Car,Georgia St,119.83,121,120,105.35,106,105.64,14.480000000000004,15,14.36,27.490343312456964
353,10,East Carolina,Temple,107.55,108,107.72,74.57,74,74.6,32.980000000000004,34,33.120000000000005,21.55028157683025
354,16,Florida,LSU,69.78,70,69.85,21.18,21,21.07,48.6,49,48.779999999999994,15.352802466896426
355,34,Missouri,Kentucky,48.54,51,48.45,57.89,58,57.59,-9.350000000000001,-7,-9.14,35.004999203948415
356,29,Miami OH,Bowling Green,97.8,98,98.05,114.81,116,115.04,-17.010000000000005,-18,-16.99000000000001,29.57594608605495
357,10,Michigan,Michigan St,23.2,22,22.91,20.78,18,20.55,2.419999999999998,4,2.3599999999999994,23.629645879034786
358,45,Air Force,Navy,91.62,92,91.63,51.61,52,51.33,40.010000000000005,40,40.3,25.631454043999742
359,10,North Carolina,Notre Dame,86.16,91,86.25,11.16,10,10.99,75,81,75.26,13.771945082934709
360,23,Ohio,C Michigan,62.63,63,62.51,67.65,67,67.57,-5.020000000000003,-4,-5.059999999999995,25.417238607555802
361,14,Maryland,Ohio St,75.53,74,75.65,4.96,5,4.88,70.57000000000001,69,70.77000000000001,14.967042764472591
362,28,Old Dominion,FL Atlantic,108.61,108,108.74,37.09,34,36.72,71.52,74,72.02,20.80701154073475
363,17,Minnesota,Purdue,71.37,69,71.23,44.51,43,44.28,26.860000000000007,26,26.950000000000003,22.549533906050083
364,22,Arkansas,South Carolina,83.09,83,83.19,38.11,36,37.84,44.980000000000004,47,45.349999999999994,19.50840843630958
365,24,Pittsburgh,Syracuse,64.3,65,64.18,73.23,71,73.23,-8.930000000000007,-6,-9.049999999999997,31.901712608057412
366,15,E Michigan,Toledo,89.25,90,89.49,32.47,31,32.14,56.78,59,57.349999999999994,19.8456799444327
367,21,Duke,Virginia,53.03,51,52.77,63.33,62,63.21,-10.299999999999997,-11,-10.439999999999998,32.60410941793655
368,31,New Mexico St,Appalachian St,101.82,103,102.09,71.49,72,71.44,30.33,31,30.650000000000006,24.925744886204427
369,23,Mississippi,Auburn,62.27,63,62.11,8.66,9,8.62,53.61,54,53.49,16.85794732061762
370,16,Illinois,Iowa,107.92,108,108.22,25.89,24,25.45,82.03,84,82.77,15.336092140294015
371,19,Kansas,Texas Tech,120.93,121,121.19,53.54,53,53.32,67.39000000000001,68,67.87,18.135365334306748
372,17,Florida Intl,MTSU,77.11,77,77.06,92.5,94,92.62,-15.39,-17,-15.560000000000002,25.448943824370446
373,17,Nebraska,Wisconsin,77.64,76,77.47,5.56,5,5.46,72.08,71,72.01,15.718723813661898
374,3,Kent,N Illinois,121.62,122,121.88,57.87,58,57.68,63.75000000000001,64,64.19999999999999,13.824600728495376
375,7,Northwestern,Penn St,20.83,20,20.68,7.69,7,7.54,13.139999999999997,13,13.14,22.692805276342074
376,31,Oklahoma,Iowa St,4.97,4,4.94,33.95,34,33.59,-28.980000000000004,-30,-28.650000000000002,33.81662755615152
377,12,Rice,Army,125.18,126,125.54,54.96,55,54.6,70.22,71,70.94,14.517704369005937
378,22,SMU,Houston,58.7,59,58.42,48.13,47,47.77,10.57,12,10.649999999999999,27.844902056211218
379,24,West Virginia,TCU,44.8,44,44.59,15,15,14.98,29.799999999999997,29,29.610000000000003,21.901019906610962
380,34,Kansas St,Texas,45.64,46,45.47,44.1,43,43.94,1.5399999999999991,3,1.5300000000000011,26.899334417078183
381,19,Texas A&M,Alabama,45.46,45,45.32,5.06,5,5.04,40.4,40,40.28,21.01401697917303
382,27,Texas St,ULM,126.47,127,126.77,108.66,109,108.85,17.810000000000002,18,17.92,18.047871850738023
383,28,Tulsa,Tulane,104.96,107,105.16,80.4,79,80.31,24.559999999999988,28,24.849999999999994,25.188062994056008
384,22,Louisiana Tech,UAB,88.91,91,88.99,89.48,91,89.66,-0.5700000000000074,0,-0.6700000000000017,20.915528239783285
385,29,UT San Antonio,Southern Miss,92.49,95,92.72,78.7,81,78.92,13.789999999999992,14,13.799999999999997,26.205480331130076
386,14,Vanderbilt,Georgia,80.34,81,80.48,2.73,2,2.68,77.61,79,77.8,10.00885493254907
387,42,Colorado,Arizona,77.62,78,77.67,50.7,50,50.5,26.92,28,27.17,23.696624421155253
388,14,UTEP,WKU,129.25,130,129.59,101.64,102,101.86,27.61,28,27.730000000000004,16.272963710911206
389,20,Utah,Stanford,49.68,52,49.5,17.31,16,17.12,32.370000000000005,36,32.379999999999995,22.6990924473158
390,14,Utah St,Colorado St,84.57,85,84.71,77.44,76,77.48,7.1299999999999955,9,7.22999999999999,26.402779889899328
391,16,Idaho,ULL,112.71,114,112.86,115.28,117,115.54,-2.5700000000000074,-3,-2.680000000000007,21.969369876728614
392,10,Oregon,Washington St,39.78,39,39.66,24.7,23,24.64,15.080000000000002,16,15.019999999999996,20.681204047005593
393,10,San Jose St,Fresno St,125.87,126,126.27,46.19,43,46.03,79.68,83,80.24,11.132075471698114
394,10,UNLV,San Diego St,102.19,102,102.21,34.67,33,34.41,67.52,69,67.8,16.410368986454927
395,10,Oregon St,USC,115.88,117,116.31,12.62,12,12.54,103.25999999999999,105,103.77000000000001,11.194200321444448
396,7,California,Washington,65.23,64,65.12,11.72,11,11.48,53.510000000000005,53,53.64,16.378278603114115
397,21,Hawaii,Nevada,119.54,120,119.8,104.18,104,104.38,15.36,16,15.420000000000002,21.869396909275245
399,8,Troy,South Alabama,48.22,46,48.03,114.65,116,114.86,-66.43,-70,-66.83,39.372498799423724
400,7,Texas St,ULL,126.47,127,126.77,115.28,117,115.54,11.189999999999998,10,11.22999999999999,22.422255857219437
401,24,Clemson,Syracuse,2.1,2,2.05,73.23,71,73.23,-71.13000000000001,-69,-71.18,45.34096367229062
402,3,Washington St,California,24.7,23,24.64,65.23,64,65.12,-40.53,-41,-40.480000000000004,30.39537005001101
403,24,Georgia Tech,Miami FL,48.67,48,48.54,12.94,12,12.89,35.730000000000004,36,35.65,22.079072442708807
404,27,E Michigan,Army,89.25,90,89.49,54.96,55,54.6,34.29,35,34.88999999999999,22.150778720123363
405,30,Bowling Green,Ohio,114.81,116,115.04,62.63,63,62.51,52.18,53,52.53000000000001,22.255541030364252
406,13,Buffalo,N Illinois,85.25,86,85.32,57.87,58,57.68,27.380000000000003,28,27.639999999999993,21.64218970922727
407,10,C Michigan,Toledo,67.65,67,67.57,32.47,31,32.14,35.18000000000001,36,35.42999999999999,20.64997175673131
408,10,Duke,Florida St,53.03,51,52.77,40.13,39,39.82,12.899999999999999,12,12.950000000000003,27.666261530790326
409,10,Tulane,Florida Intl,80.4,79,80.31,77.11,77,77.06,3.2900000000000063,2,3.25,21.22120451693852
410,17,Florida,Texas A&M,69.78,70,69.85,45.46,45,45.32,24.32,25,24.529999999999994,22.915472995386146
411,28,Missouri,Georgia,48.54,51,48.45,2.73,2,2.68,45.81,49,45.77,16.654710512950736
412,20,Indiana,Michigan,62.31,62,62.21,23.2,22,22.91,39.11,40,39.3,21.825736605769823
413,14,Miami OH,Kent,97.8,98,98.05,121.62,122,121.88,-23.820000000000007,-24,-23.83,33.384448782868645
414,42,Louisville,Boston College,27.51,27,27.26,30.96,29,30.52,-3.4499999999999993,-2,-3.259999999999998,30.02894809624781
415,3,Old Dominion,Marshall,108.61,108,108.74,73.74,76,73.68,34.870000000000005,32,35.05999999999999,21.10168345833199
416,21,Maryland,Northwestern,75.53,74,75.65,20.83,20,20.68,54.7,54,54.970000000000006,15.392144545155404
417,14,North Carolina,Virginia,86.16,91,86.25,63.33,62,63.21,22.83,29,23.04,25.728623960940638
418,17,Pittsburgh,NC State,64.3,65,64.18,25.34,24,25.05,38.959999999999994,41,39.13000000000001,20.92756750092467
419,24,Temple,Connecticut,74.57,74,74.6,108.29,109,108.49,-33.72000000000001,-35,-33.89,33.49270458870797
420,9,Tennessee,South Carolina,89.17,90,89.2,38.11,36,37.84,51.06,54,51.36,19.06462918411595
421,21,East Carolina,UCF,107.55,108,107.72,9.1,8,8.95,98.45,100,98.77,15.266770530604907
422,35,Texas Tech,West Virginia,53.54,53,53.32,44.8,44,44.59,8.740000000000002,9,8.729999999999997,29.942492206180574
423,9,Arkansas,Alabama,83.09,83,83.19,5.06,5,5.04,78.03,78,78.14999999999999,9.840297942179017
424,17,Coastal Car,Arkansas St,119.83,121,120,77.83,80,78.05,42,41,41.95,21.743113369245837
425,24,Illinois,Rutgers,107.92,108,108.22,92.08,92,92.05,15.840000000000003,16,16.17,22.449534761507312
426,0,Kansas,Iowa St,120.93,121,121.19,33.95,34,33.59,86.98,87,87.6,12.322660778360476
427,6,Kansas St,TCU,45.64,46,45.47,15,15,14.98,30.64,31,30.49,22.79062787136294
428,23,Auburn,LSU,8.66,9,8.62,21.18,21,21.07,-12.52,-12,-12.450000000000001,35.34727130570759
429,37,ULM,Georgia St,108.66,109,108.85,105.35,106,105.64,3.3100000000000023,3,3.2099999999999937,24.829657634950642
430,27,Navy,Memphis,51.61,52,51.33,21.31,20,21.3,30.3,32,30.029999999999998,27.304958440813987
431,27,Minnesota,Michigan St,71.37,69,71.23,20.78,18,20.55,50.59,51,50.68000000000001,16.396416505791507
432,10,BYU,Mississippi St,104.12,106,104.47,26.12,27,26.12,78,79,78.35,13.929805064127594
433,14,Nebraska,Ohio St,77.64,76,77.47,4.96,5,4.88,72.68,71,72.59,15.585203631320136
434,26,UT San Antonio,North Texas,92.49,95,92.72,65.82,64,65.71,26.67,31,27.010000000000005,25.014394580863677
435,24,Texas,Oklahoma,44.1,43,43.94,4.97,4,4.94,39.13,39,39,17.9109959158027
436,16,Baylor,Oklahoma St,104.83,111,105.15,19.39,18.5,19.36,85.44,92.5,85.79,16.247555729370355
437,35,Vanderbilt,Mississippi,80.34,81,80.48,62.27,63,62.11,18.07,18,18.370000000000005,26.145359978100192
438,0,UTEP,Southern Miss,129.25,130,129.59,78.7,81,78.92,50.55,49,50.67,12.150863307056458
439,17,Houston,Tulsa,48.13,47,47.77,104.96,107,105.16,-56.82999999999999,-60,-57.38999999999999,31.586485493940508
440,23,MTSU,UAB,92.5,94,92.62,89.48,91,89.66,3.019999999999996,3,2.960000000000008,20.315047209274532
441,14,Charlotte,WKU,126.26,127,126.63,101.64,102,101.86,24.620000000000005,25,24.769999999999996,17.183896891584535
442,9,Purdue,Wisconsin,44.51,43,44.28,5.56,5,5.46,38.949999999999996,38,38.82,17.384484149140764
443,30,UNLV,Air Force,102.19,102,102.21,91.62,92,91.63,10.569999999999993,10,10.579999999999998,25.316317147687837
444,42,Nevada,Colorado St,104.18,104,104.38,77.44,76,77.48,26.74000000000001,28,26.89999999999999,25.33968766493837
445,23,Utah St,Wyoming,84.57,85,84.71,77.85,79,78.03,6.719999999999999,6,6.679999999999993,28.743872013971185
446,30,UCLA,Arizona,50.2,50,50.05,50.7,50,50.5,-0.5,0,-0.45000000000000284,29.175461863491964
447,7,Washington,Arizona St,11.72,11,11.48,41.44,40,41.02,-29.72,-29,-29.540000000000003,31.499184339314844
448,0,New Mexico,Fresno St,113.56,114,113.77,46.19,43,46.03,67.37,71,67.74,16.473612275960612
449,20,Idaho,Appalachian St,112.71,114,112.86,71.49,72,71.44,41.22,42,41.42,24.347207388326947
450,33,Oregon St,Colorado,115.88,117,116.31,77.62,78,77.67,38.25999999999999,39,38.64,22.61251519212191
451,7,Oregon,Stanford,39.78,39,39.66,17.31,16,17.12,22.470000000000002,23,22.539999999999996,19.574922146913355
452,27,Utah,USC,49.68,52,49.5,12.62,12,12.54,37.06,40,36.96,23.10163914260233
453,27,Ga Southern,New Mexico St,120.79,122,121.06,101.82,103,102.09,18.970000000000013,19,18.97,20.858070919426147
454,26,San Jose St,Hawaii,125.87,126,126.27,119.54,120,119.8,6.329999999999998,6,6.469999999999999,25.426829268292682
455,14,San Diego St,Boise St,34.67,33,34.41,29.91,29.5,29.91,4.760000000000002,3.5,4.4999999999999964,25.53379433415124
456,3,Cincinnati,South Florida,101.84,103,101.92,35.43,34,35.21,66.41,69,66.71000000000001,16.633392089556853
457,13,W Michigan,Akron,78.47,79,78.33,83.39,82,83.29,-4.920000000000002,-3,-4.960000000000008,21.11092108477889
458,3,ULL,Arkansas St,115.28,117,115.54,77.83,80,78.05,37.45,37,37.49000000000001,21.284378750552712
459,38,Houston,Memphis,48.13,47,47.77,21.31,20,21.3,26.820000000000004,27,26.470000000000002,28.847786780954934
460,31,Old Dominion,WKU,108.61,108,108.74,101.64,102,101.86,6.969999999999999,6,6.8799999999999955,28.810537407797682
461,10,MTSU,Marshall,92.5,94,92.62,73.74,76,73.68,18.760000000000005,18,18.939999999999998,20.340811798893853
462,42,Nevada,Air Force,104.18,104,104.38,91.62,92,91.63,12.560000000000002,12,12.75,26.414513689539156
463,24,New Mexico,Colorado St,113.56,114,113.77,77.44,76,77.48,36.120000000000005,38,36.28999999999999,22.62414462586333
464,29,Coastal Car,Appalachian St,119.83,121,120,71.49,72,71.44,48.34,49,48.56,19.362777012645548
465,28,Temple,Army,74.57,74,74.6,54.96,55,54.6,19.609999999999992,19,19.999999999999993,25.56886299477446
466,9,Ball St,C Michigan,125.54,126,125.8,67.65,67,67.57,57.89,59,58.230000000000004,13.517550869859225
467,17,Bowling Green,N Illinois,114.81,116,115.04,57.87,58,57.68,56.940000000000005,58,57.36000000000001,21.501453657402024
468,24,UAB,Charlotte,89.48,91,89.66,126.26,127,126.63,-36.78,-36,-36.97,33.38352516223828
469,28,Cincinnati,SMU,101.84,103,101.92,58.7,59,58.42,43.14,44,43.5,26.503301779382582
470,14,Tulsa,Connecticut,104.96,107,105.16,108.29,109,108.49,-3.3300000000000125,-2,-3.3299999999999983,21.191675357340042
471,17,Duke,Pittsburgh,53.03,51,52.77,64.3,65,64.18,-11.269999999999996,-14,-11.410000000000004,31.496802164688518
472,17,BYU,East Carolina,104.12,106,104.47,107.55,108,107.72,-3.4299999999999926,-2,-3.25,20.353859182192114
473,17,E Michigan,W Michigan,89.25,90,89.49,78.47,79,78.33,10.780000000000001,11,11.159999999999997,24.448545793942312
474,31,North Texas,FL Atlantic,65.82,64,65.71,37.09,34,36.72,28.72999999999999,30,28.989999999999995,23.884386752395972
475,28,Florida St,Louisville,40.13,39,39.82,27.51,27,27.26,12.620000000000001,12,12.559999999999999,25.77107333962858
476,10,Georgia St,Troy,105.35,106,105.64,48.22,46,48.03,57.129999999999995,60,57.61,21.09972215510993
477,24,Wake Forest,Georgia Tech,32.82,32,32.49,48.67,48,48.54,-15.850000000000001,-16,-16.049999999999997,25.759639073663465
478,20,Ga Southern,Massachusetts,120.79,122,121.06,105.98,108,106.21,14.810000000000002,14,14.850000000000009,22.804057271659417
479,19,Syracuse,Miami FL,73.23,71,73.23,12.94,12,12.89,60.290000000000006,59,60.34,17.51708847395252
480,14,Buffalo,Miami OH,85.25,86,85.32,97.8,98,98.05,-12.549999999999997,-12,-12.730000000000004,26.696835842423148
481,9,Indiana,Michigan St,62.31,62,62.21,20.78,18,20.55,41.53,44,41.66,21.244844712687037
482,21,Navy,UCF,51.61,52,51.33,9.1,8,8.95,42.51,44,42.379999999999995,21.554244912082037
483,3,Kent,Ohio,121.62,122,121.88,62.63,63,62.51,58.99,59,59.37,14.324479720017498
484,13,Michigan,Penn St,23.2,22,22.91,7.69,7,7.54,15.509999999999998,15,15.370000000000001,18.79760167502062
485,12,Purdue,Rutgers,44.51,43,44.28,92.08,92,92.05,-47.57,-49,-47.769999999999996,33.28361372367201
486,21,Akron,Toledo,83.39,82,83.29,32.47,31,32.14,50.92,51,51.150000000000006,19.88467299051423
487,10,Virginia,Boston College,63.33,62,63.21,30.96,29,30.52,32.37,33,32.69,21.94291033198883
488,7,North Carolina,Virginia Tech,86.16,91,86.25,19.41,19,19.25,66.75,72,67,13.01042954509431
489,7,Tennessee,Alabama,89.17,90,89.2,5.06,5,5.04,84.11,85,84.16,9.486941625185855
490,20,Arkansas,Auburn,83.09,83,83.19,8.66,9,8.62,74.43,74,74.57,15.537413056361311
491,36,Baylor,West Virginia,104.83,111,105.15,44.8,44,44.59,60.03,67,60.56,21.770434892381495
492,35,Kansas St,Oklahoma,45.64,46,45.47,4.97,4,4.94,40.67,42,40.53,22.15814912874823
493,27,Louisiana Tech,Southern Miss,88.91,91,88.99,78.7,81,78.92,10.209999999999994,10,10.069999999999993,25.185638551346198
494,17,Illinois,Minnesota,107.92,108,108.22,71.37,69,71.23,36.55,39,36.989999999999995,22.921450730802444
495,7,Kentucky,Mississippi St,57.89,58,57.59,26.12,27,26.12,31.77,31,31.470000000000002,23.63174195970467
