game_id,points,offense,defense,offense_mean,defense_mean
759,28,Mississippi St,Mississippi,26.12,62.27
760,24,Ohio,Buffalo,62.63,85.25
761,24,N Illinois,C Michigan,57.87,67.65
762,14,Miami FL,Pittsburgh,12.94,64.3
763,10,W Michigan,Toledo,78.47,32.47
764,42,South Florida,UCF,35.43,9.1
765,0,Virginia,Virginia Tech,63.33,19.41
766,14,Navy,Houston,51.61,48.13
767,14,Nebraska,Iowa,77.64,25.89
768,22,Baylor,TCU,104.83,15
769,23,Texas,Texas Tech,44.1,53.54
770,10,New Mexico,San Diego St,113.56,34.67
771,17,WKU,Florida Intl,101.64,77.11
772,45,Arkansas,Missouri,83.09,48.54
773,9,Texas St,Troy,126.47,48.22
774,27,California,UCLA,65.23,50.2
775,12,Charlotte,FL Atlantic,126.26,37.09
776,21,Connecticut,Cincinnati,108.29,101.84
777,22,Florida,Florida St,69.78,40.13
778,10,Georgia St,Appalachian St,105.35,71.49
779,7,Georgia Tech,Georgia,48.67,2.73
780,17,Kentucky,Louisville,57.89,27.51
781,27,Marshall,Southern Miss,73.74,78.7
782,3,Maryland,Penn St,75.53,7.69
783,20,Michigan,Ohio St,23.2,4.96
784,21,North Carolina,NC State,86.16,25.34
785,24,Indiana,Purdue,62.31,44.51
786,7,Rutgers,Michigan St,92.08,20.78
787,10,South Carolina,Clemson,38.11,2.1
788,14,Syracuse,Boston College,73.23,30.96
789,24,Tennessee,Vanderbilt,89.17,80.34
790,23,Wake Forest,Duke,32.82,53.03
791,14,Alabama,Auburn,5.06,8.66
792,7,Illinois,Northwestern,107.92,20.83
793,19,Iowa St,Kansas St,33.95,45.64
794,21,Texas A&M,LSU,45.46,21.18
795,24,ULL,Ga Southern,115.28,120.79
796,6,UT San Antonio,Louisiana Tech,92.49,88.91
797,50,ULM,Arkansas St,108.66,77.83
798,13,East Carolina,Memphis,107.55,21.31
799,10,Old Dominion,MTSU,108.61,92.5
800,0,Minnesota,Wisconsin,71.37,5.56
801,31,West Virginia,Oklahoma,44.8,4.97
802,17,Kansas,Oklahoma St,120.93,19.39
803,14,Rice,North Texas,125.18,65.82
804,38,Tulane,SMU,80.4,58.7
805,22,Tulsa,Temple,104.96,74.57
806,7,UTEP,UAB,129.25,89.48
807,35,Utah St,Air Force,84.57,91.62
808,30,Arizona,Arizona St,50.7,41.44
809,10,Idaho,New Mexico St,112.71,101.82
810,13,Colorado,Utah,77.62,49.68
811,16,UNLV,Nevada,102.19,104.18
812,10,Oregon St,Oregon,115.88,39.78
813,17,Wyoming,San Jose St,77.85,125.87
814,20,Notre Dame,Stanford,11.16,17.31
815,14,Washington St,Washington,24.7,11.72
816,17,Boise St,Fresno St,29.91,46.19
817,20,Hawaii,BYU,119.54,104.12
818,28,Stanford,USC,17.31,12.62
819,14,ULL,Appalachian St,115.28,71.49
820,17,Ga Southern,Coastal Car,120.79,119.83
821,10,Georgia St,Idaho,105.35,112.71
822,25,Arkansas St,Troy,77.83,48.22
823,17,South Alabama,New Mexico St,114.65,101.82
824,45,Massachusetts,Florida Intl,105.98,77.11
825,10,ULM,Florida St,108.66,40.13
826,55,Memphis,UCF,21.31,9.1
827,3,Miami FL,Clemson,12.94,2.1
828,17,North Texas,FL Atlantic,65.82,37.09
829,7,Auburn,Georgia,8.66,2.73
830,28,Akron,Toledo,83.39,32.47
831,21,Wisconsin,Ohio St,5.56,4.96
832,17,TCU,Oklahoma,15,4.97
833,14,Fresno St,Boise St,46.19,29.91
834,13,Navy,Army,51.61,54.96
835,30,North Texas,Troy,65.82,48.22
836,17,WKU,Georgia St,101.64,105.35
837,28,Oregon,Boise St,39.78,29.91
838,28,Colorado St,Marshall,77.44,73.74
839,30,Arkansas St,MTSU,77.83,92.5
840,3,Akron,FL Atlantic,83.39,37.09
841,10,SMU,Louisiana Tech,58.7,88.91
842,3,Florida Intl,Temple,77.11,74.57
843,6,UAB,Ohio,89.48,62.63
844,14,C Michigan,Wyoming,67.65,77.85
845,34,Texas Tech,South Florida,53.54,35.43
846,35,San Diego St,Army,34.67,54.96
847,0,Toledo,Appalachian St,32.47,71.49
848,27,Houston,Fresno St,48.13,46.19
849,14,West Virginia,Utah,44.8,49.68
850,14,N Illinois,Duke,57.87,53.03
851,17,UCLA,Kansas St,50.2,45.64
